triplet_id,participation,task,trial,stim1_name,stim2_name,stim3_name,choice,response_time,catch_trial_flag,token,survey_code
17396,arriving-robin,set4,1,217,173,66,66,4.434,False,p31,
17397,arriving-robin,set4,2,57,171,54,171,3.981,False,p31,
17399,arriving-robin,set4,4,87,218,206,87,3.114,False,p31,
17401,arriving-robin,set4,6,16,71,74,16,3.393,False,p31,
17408,arriving-robin,set4,13,18,10,149,149,3.779,False,p31,
17410,arriving-robin,set4,15,160,106,82,160,6.999,False,p31,
17413,arriving-robin,set4,18,69,241,173,173,6.269,False,p31,
17414,arriving-robin,set4,19,118,156,33,156,2.716,False,p31,
17420,arriving-robin,set5,4,85,187,135,135,3.557,False,p31,
17422,arriving-robin,set5,6,171,27,179,171,5.972,False,p31,
17424,arriving-robin,set5,8,150,166,228,228,4.95,False,p31,
17426,arriving-robin,set5,10,131,243,67,243,4.28,False,p31,
17427,arriving-robin,set5,11,206,77,22,206,3.914,False,p31,
17432,arriving-robin,set5,16,112,178,239,112,3.07,False,p31,
17436,arriving-robin,set5,20,124,82,169,169,7.154,False,p31,
17437,arriving-robin,set6,0,131,100,224,100,5.397,False,p31,
17439,arriving-robin,set6,2,67,59,38,67,5.811,False,p31,
17440,arriving-robin,set6,3,106,183,128,128,8.085,False,p31,
17443,arriving-robin,set6,6,15,166,38,166,3.74,False,p31,
17444,arriving-robin,set6,7,187,86,66,66,9.184,False,p31,
17445,arriving-robin,set6,8,96,240,244,96,3.307,False,p31,
17448,arriving-robin,set6,11,102,4,40,4,3.76,False,p31,
17449,arriving-robin,set6,12,72,87,85,87,2.771,False,p31,
17450,arriving-robin,set6,13,57,190,186,190,7.05,False,p31,
17453,arriving-robin,set6,16,66,8,103,8,3.004,False,p31,
17455,arriving-robin,set6,18,9,40,50,50,2.96,False,p31,
17460,arriving-robin,set7,2,71,240,12,12,3.688,False,p31,
17461,arriving-robin,set7,3,238,23,50,238,11.794,False,p31,
17463,arriving-robin,set7,5,40,110,15,40,9.943,False,p31,
17464,arriving-robin,set7,6,36,206,249,206,3.159,False,p31,
17465,arriving-robin,set7,7,200,143,133,143,5.894,False,p31,
17466,arriving-robin,set7,8,4,219,224,224,7.733,False,p31,
17467,arriving-robin,set7,9,109,215,149,109,3.357,False,p31,
17468,arriving-robin,set7,10,103,160,112,103,3.087,False,p31,
17469,arriving-robin,set7,11,63,94,191,94,8.924,False,p31,
17471,arriving-robin,set7,13,70,67,203,70,5.561,False,p31,
17472,arriving-robin,set7,14,131,70,73,131,6.668,False,p31,
17475,arriving-robin,set7,17,69,39,36,69,3.85,False,p31,
17476,arriving-robin,set7,18,5,105,130,105,4.8,False,p31,
17478,arriving-robin,set7,20,210,243,95,210,23.427,False,p31,
17481,arriving-robin,set8,2,8,50,27,8,6.139,False,p31,
17484,arriving-robin,set8,5,103,237,64,103,3.918,False,p31,
17485,arriving-robin,set8,6,8,122,245,122,6.618,False,p31,
17489,arriving-robin,set8,10,70,243,122,70,4.77,False,p31,
17490,arriving-robin,set8,11,204,121,140,121,2.617,False,p31,
17491,arriving-robin,set8,12,142,41,248,41,2.659,False,p31,
17492,arriving-robin,set8,13,160,204,165,165,3.619,False,p31,
17494,arriving-robin,set8,15,244,27,14,244,6.496,False,p31,
17495,arriving-robin,set8,16,247,132,105,132,3.205,False,p31,
17496,arriving-robin,set8,17,122,115,237,122,7.313,False,p31,
17497,arriving-robin,set8,18,180,30,135,135,4.055,False,p31,
17499,arriving-robin,set8,20,67,5,141,141,6.391,False,p31,
17500,arriving-robin,set9,0,206,246,80,246,6.414,False,p31,
17506,arriving-robin,set9,6,194,104,235,104,10.533,False,p31,
17507,arriving-robin,set9,7,219,234,66,219,3.841,False,p31,
17508,arriving-robin,set9,8,96,44,171,96,2.708,False,p31,
17510,arriving-robin,set9,10,52,85,22,52,10.855,False,p31,
17511,arriving-robin,set9,11,214,232,125,214,8.729,False,p31,
17513,arriving-robin,set9,13,182,135,40,182,11.735,False,p31,
17517,arriving-robin,set9,17,177,59,12,177,12.047,False,p31,
17520,arriving-robin,set9,20,213,212,139,213,8.985,False,p31,
17524,arriving-robin,set10,3,143,67,8,67,3.75,False,p31,
17528,arriving-robin,set10,7,41,63,71,41,8.972,False,p31,
17529,arriving-robin,set10,8,35,40,0,35,7.492,False,p31,
17530,arriving-robin,set10,9,188,16,77,188,5.924,False,p31,
17532,arriving-robin,set10,11,157,119,172,157,16.035,False,p31,
17533,arriving-robin,set10,12,175,69,102,175,3.588,False,p31,
17536,arriving-robin,set10,15,241,29,150,29,4.051,False,p31,
17541,arriving-robin,set10,20,76,231,202,76,24.313,False,p31,
17544,arriving-robin,set11,2,99,241,92,92,3.73,False,p31,
17545,arriving-robin,set11,3,239,214,132,239,11.051,False,p31,
17546,arriving-robin,set11,4,181,32,27,181,5.967,False,p31,
17547,arriving-robin,set11,5,85,128,146,128,3.493,False,p31,
17548,arriving-robin,set11,6,135,146,234,135,6.164,False,p31,
17550,arriving-robin,set11,8,164,1,188,188,7.383,False,p31,
17551,arriving-robin,set11,9,96,243,8,8,3.438,False,p31,
17553,arriving-robin,set11,11,76,66,158,158,9.869,False,p31,
17554,arriving-robin,set11,12,212,235,216,235,34.921,False,p31,
17556,arriving-robin,set11,14,50,24,44,44,5.489,False,p31,
17558,arriving-robin,set11,16,74,166,32,32,4.133,False,p31,
17559,arriving-robin,set11,17,13,14,180,13,8.43,False,p31,
17561,arriving-robin,set11,19,194,175,64,64,3.652,False,p31,
17562,arriving-robin,set11,20,170,183,231,170,4.836,False,p31,
17563,select-donkey,set1,0,179,82,170,170,8.718,False,p12,
17564,select-donkey,set1,1,24,11,116,24,8.525,False,p12,
17566,select-donkey,set1,3,139,228,30,139,3.963,False,p12,
17569,select-donkey,set1,6,248,91,120,248,6.336,False,p12,
17575,select-donkey,set1,12,94,81,58,94,2.48,False,p12,
17576,select-donkey,set1,13,52,121,207,207,3.198,False,p12,
17580,select-donkey,set1,17,123,136,74,136,4.541,False,p12,
17582,select-donkey,set1,19,44,87,82,82,6.967,False,p12,
17583,select-donkey,set1,20,113,33,112,112,4.723,False,p12,
17587,select-donkey,set2,3,72,206,210,206,5.533,False,p12,
17588,select-donkey,set2,4,155,113,2,155,3.123,False,p12,
17591,select-donkey,set2,7,91,216,38,38,3.35,False,p12,
17595,select-donkey,set2,11,248,245,85,245,3.251,False,p12,
17597,select-donkey,set2,13,66,36,105,66,4.85,False,p12,
17598,select-donkey,set2,14,124,105,210,210,4.856,False,p12,
17599,select-donkey,set2,15,39,22,68,68,4.6,False,p12,
17600,select-donkey,set2,16,52,72,187,52,4.215,False,p12,
17601,select-donkey,set2,17,224,141,227,227,3.469,False,p12,
17603,select-donkey,set2,19,39,77,222,77,4.465,False,p12,
17604,select-donkey,set2,20,29,95,85,85,5.394,False,p12,
17609,select-donkey,set3,4,136,96,64,136,6.331,False,p12,
17610,select-donkey,set3,5,137,202,80,137,5.741,False,p12,
17611,select-donkey,set3,6,186,47,237,186,6.775,False,p12,
17612,select-donkey,set3,7,50,4,63,63,4.043,False,p12,
17613,select-donkey,set3,8,99,238,110,110,4.264,False,p12,
17616,select-donkey,set3,11,204,230,137,204,4.524,False,p12,
17617,select-donkey,set3,12,141,94,230,230,4.724,False,p12,
17618,select-donkey,set3,13,113,205,74,74,14.097,False,p12,
17619,select-donkey,set3,14,49,67,156,49,5.343,False,p12,
17625,select-donkey,set3,20,158,108,159,159,12.123,False,p12,
17627,select-donkey,set4,1,68,80,44,44,3.198,False,p12,
17632,select-donkey,set4,6,57,45,24,24,3.491,False,p12,
17633,select-donkey,set4,7,27,33,77,27,9.082,False,p12,
17634,select-donkey,set4,8,214,219,147,214,3.984,False,p12,
17638,select-donkey,set4,12,245,152,169,152,5.714,False,p12,
17641,select-donkey,set4,15,200,122,126,126,4.573,False,p12,
17642,select-donkey,set4,16,200,206,164,206,3.182,False,p12,
17643,select-donkey,set4,17,241,155,227,241,4.808,False,p12,
17645,select-donkey,set4,19,162,29,215,162,6.597,False,p12,
17649,select-donkey,set5,2,226,112,139,226,8.091,False,p12,
17650,select-donkey,set5,3,144,39,10,10,3.826,False,p12,
17653,select-donkey,set5,6,51,223,232,223,3.28,False,p12,
17654,select-donkey,set5,7,124,103,241,124,4.659,False,p12,
17656,select-donkey,set5,9,156,181,110,181,4.323,False,p12,
17658,select-donkey,set5,11,103,207,19,103,3.583,False,p12,
17659,select-donkey,set5,12,74,15,190,74,4.499,False,p12,
17660,select-donkey,set5,13,100,238,66,238,4.376,False,p12,
17661,select-donkey,set5,14,202,247,40,247,5.656,False,p12,
17662,select-donkey,set5,15,156,9,58,156,4.092,False,p12,
17663,select-donkey,set5,16,154,2,57,57,6.891,False,p12,
17664,select-donkey,set5,17,132,142,106,142,3.558,False,p12,
17667,select-donkey,set5,20,49,96,97,49,4.382,False,p12,
17670,select-donkey,set6,2,195,39,104,39,6.814,False,p12,
17673,select-donkey,set6,5,171,41,157,157,3.281,False,p12,
17674,select-donkey,set6,6,102,99,73,102,3.976,False,p12,
17675,select-donkey,set6,7,65,189,67,67,5.248,False,p12,
17677,select-donkey,set6,9,115,154,142,154,5.54,False,p12,
17678,select-donkey,set6,10,128,109,142,128,7.001,False,p12,
17679,select-donkey,set6,11,118,232,16,118,2.716,False,p12,
17680,select-donkey,set6,12,120,140,40,120,5.348,False,p12,
17682,select-donkey,set6,14,141,39,178,178,3.197,False,p12,
17683,select-donkey,set6,15,146,247,160,146,4.916,False,p12,
17685,select-donkey,set6,17,124,20,0,124,5.025,False,p12,
17686,select-donkey,set6,18,11,222,245,222,3.4,False,p12,
17690,select-donkey,set7,1,216,230,154,230,2.967,False,p12,
17691,select-donkey,set7,2,96,131,76,131,4.09,False,p12,
17692,select-donkey,set7,3,32,231,39,32,4.659,False,p12,
17694,select-donkey,set7,5,208,5,215,208,6.373,False,p12,
17697,select-donkey,set7,8,44,249,190,249,5.517,False,p12,
17699,select-donkey,set7,10,156,146,221,221,2.832,False,p12,
17700,select-donkey,set7,11,129,12,221,129,5.275,False,p12,
17701,select-donkey,set7,12,74,244,58,74,3.275,False,p12,
17704,select-donkey,set7,15,41,194,15,41,3.123,False,p12,
17705,select-donkey,set7,16,216,182,129,216,6.25,False,p12,
17706,select-donkey,set7,17,104,149,142,142,3.833,False,p12,
17708,select-donkey,set7,19,239,123,171,239,3.773,False,p12,
17709,select-donkey,set7,20,45,194,14,45,14.458,False,p12,
17713,select-donkey,set8,3,178,119,70,119,5.3,False,p12,
17714,select-donkey,set8,4,72,143,150,72,3.708,False,p12,
17716,select-donkey,set8,6,212,215,207,212,3.232,False,p12,
17717,select-donkey,set8,7,147,247,126,147,4.13,False,p12,
17718,select-donkey,set8,8,0,120,74,74,4.443,False,p12,
17724,select-donkey,set8,14,205,109,71,205,2.585,False,p12,
17725,select-donkey,set8,15,235,111,92,235,4.124,False,p12,
17727,select-donkey,set8,17,99,54,195,99,3.224,False,p12,
17728,select-donkey,set8,18,144,81,70,70,3.634,False,p12,
17732,select-donkey,set9,1,173,35,54,35,5.933,False,p12,
17734,select-donkey,set9,3,11,122,22,122,4.11,False,p12,
17737,select-donkey,set9,6,191,72,31,31,8.69,False,p12,
17738,select-donkey,set9,7,149,110,131,149,2.801,False,p12,
17739,select-donkey,set9,8,216,221,15,216,10.116,False,p12,
17742,select-donkey,set9,11,245,183,216,245,4.298,False,p12,
17745,select-donkey,set9,14,152,191,24,191,4.032,False,p12,
17746,select-donkey,set9,15,191,47,183,47,4.139,False,p12,
17748,select-donkey,set9,17,139,15,236,139,3.007,False,p12,
17752,select-donkey,set10,0,35,171,160,35,5.469,False,p12,
17753,select-donkey,set10,1,131,150,213,131,3.748,False,p12,
17754,select-donkey,set10,2,222,242,235,222,5.077,False,p12,
17756,select-donkey,set10,4,149,8,212,212,4.25,False,p12,
17758,select-donkey,set10,6,33,30,11,11,8.084,False,p12,
17759,select-donkey,set10,7,97,158,191,191,3.206,False,p12,
17764,select-donkey,set10,12,23,179,99,23,3.941,False,p12,
17766,select-donkey,set10,14,189,212,249,249,3.473,False,p12,
17770,select-donkey,set10,18,214,200,103,200,4.043,False,p12,
17771,select-donkey,set10,19,31,136,132,132,2.774,False,p12,
17773,select-donkey,set11,0,186,140,108,186,6.107,False,p12,
17774,select-donkey,set11,1,158,49,29,158,2.876,False,p12,
17777,select-donkey,set11,4,227,97,119,97,3.068,False,p12,
17778,select-donkey,set11,5,67,177,31,67,4.266,False,p12,
17779,select-donkey,set11,6,126,219,0,219,10.552,False,p12,
17780,select-donkey,set11,7,115,43,91,115,3.506,False,p12,
17781,select-donkey,set11,8,118,207,235,235,3.518,False,p12,
17782,select-donkey,set11,9,159,164,19,164,2.63,False,p12,
17787,select-donkey,set11,14,142,241,97,142,6.707,False,p12,
17791,select-donkey,set11,18,156,216,188,216,4.924,False,p12,
17792,select-donkey,set11,19,208,225,43,208,4.798,False,p12,
17797,huge-seasnail,set1,3,228,196,166,166,9.497,False,p50,
17798,huge-seasnail,set1,4,18,20,146,18,10.025,False,p50,
17801,huge-seasnail,set1,7,248,240,223,240,13.697,False,p50,
17806,huge-seasnail,set1,12,140,103,30,140,9.598,False,p50,
17812,huge-seasnail,set1,18,228,190,106,190,3.316,False,p50,
17813,huge-seasnail,set1,19,146,162,20,162,4.181,False,p50,
17815,huge-seasnail,set1,21,220,18,196,196,3.45,False,p50,
17817,huge-seasnail,set1,23,20,109,220,220,6.647,False,p50,
17818,huge-seasnail,set1,24,190,228,109,190,6.257,False,p50,
17820,huge-seasnail,set1,26,135,240,103,103,5.925,False,p50,
17821,huge-seasnail,set1,27,240,103,135,240,5.141,False,p50,
17822,huge-seasnail,set1,28,135,132,30,135,5.83,False,p50,
17823,huge-seasnail,set1,29,35,116,190,116,4.525,False,p50,
18057,special-marmoset,set1,0,30,178,121,30,10.084,False,p1,9276.0
18060,special-marmoset,set1,3,150,32,175,175,8.865,False,p1,9276.0
18061,special-marmoset,set1,4,234,142,105,234,16.382,False,p1,9276.0
18064,special-marmoset,set1,7,120,195,215,215,11.725,False,p1,9276.0
18066,special-marmoset,set1,9,8,82,221,8,11.733,False,p1,9276.0
18067,special-marmoset,set1,10,130,76,12,76,9.733,False,p1,9276.0
18068,special-marmoset,set1,11,214,1,144,1,8.268,False,p1,9276.0
18069,special-marmoset,set1,12,135,95,80,135,26.198,False,p1,9276.0
18071,special-marmoset,set1,14,14,99,79,14,5.2,False,p1,9276.0
18072,special-marmoset,set1,15,77,86,49,86,4.152,False,p1,9276.0
18074,special-marmoset,set1,17,71,121,19,121,7.448,False,p1,9276.0
18075,special-marmoset,set1,18,196,14,19,196,8.952,False,p1,9276.0
18076,special-marmoset,set1,19,162,169,64,162,4.378,False,p1,9276.0
18077,special-marmoset,set1,20,152,188,74,74,5.716,False,p1,9276.0
18078,special-marmoset,set2,0,92,29,177,92,16.555,False,p1,9276.0
18082,special-marmoset,set2,4,74,45,105,74,3.551,False,p1,9276.0
18084,special-marmoset,set2,6,227,16,204,227,6.468,False,p1,9276.0
18085,special-marmoset,set2,7,220,79,9,9,3.137,False,p1,9276.0
18087,special-marmoset,set2,9,2,97,69,97,6.418,False,p1,9276.0
18088,special-marmoset,set2,10,57,191,100,100,39.766,False,p1,9276.0
18093,special-marmoset,set2,15,137,245,111,111,3.386,False,p1,9276.0
18094,special-marmoset,set2,16,157,32,206,32,3.109,False,p1,9276.0
18095,special-marmoset,set2,17,224,155,44,155,10.636,False,p1,9276.0
18097,special-marmoset,set2,19,214,67,108,67,4.606,False,p1,9276.0
18099,special-marmoset,set3,0,23,30,186,23,5.176,False,p1,9276.0
18100,special-marmoset,set3,1,162,105,0,0,6.92,False,p1,9276.0
18105,special-marmoset,set3,6,97,224,123,123,7.744,False,p1,9276.0
18106,special-marmoset,set3,7,41,131,221,131,4.604,False,p1,9276.0
18108,special-marmoset,set3,9,231,124,248,124,7.429,False,p1,9276.0
18109,special-marmoset,set3,10,49,78,208,208,6.948,False,p1,9276.0
18110,special-marmoset,set3,11,23,143,132,132,6.019,False,p1,9276.0
18112,special-marmoset,set3,13,13,160,51,13,5.738,False,p1,9276.0
18113,special-marmoset,set3,14,214,18,189,214,12.76,False,p1,9276.0
18114,special-marmoset,set3,15,130,119,132,130,9.17,False,p1,9276.0
18115,special-marmoset,set3,16,231,197,154,154,5.939,False,p1,9276.0
18116,special-marmoset,set3,17,189,59,205,59,4.008,False,p1,9276.0
18117,special-marmoset,set3,18,180,122,194,194,4.794,False,p1,9276.0
18120,special-marmoset,set4,0,120,174,157,157,8.865,False,p1,9276.0
18121,special-marmoset,set4,1,111,29,244,29,7.904,False,p1,9276.0
18123,special-marmoset,set4,3,218,139,2,139,5.539,False,p1,9276.0
18125,special-marmoset,set4,5,126,239,241,239,17.18,False,p1,9276.0
18126,special-marmoset,set4,6,243,103,203,243,10.069,False,p1,9276.0
18129,special-marmoset,set4,9,223,66,141,223,5.096,False,p1,9276.0
18131,special-marmoset,set4,11,47,67,104,47,14.661,False,p1,9276.0
18135,special-marmoset,set4,15,35,190,33,33,7.745,False,p1,9276.0
18138,special-marmoset,set4,18,12,104,205,12,5.592,False,p1,9276.0
18139,special-marmoset,set4,19,197,38,52,38,6.132,False,p1,9276.0
18143,special-marmoset,set5,2,200,7,0,200,7.082,False,p1,9276.0
18146,special-marmoset,set5,5,170,35,230,35,6.8,False,p1,9276.0
18153,special-marmoset,set5,12,231,1,180,231,22.442,False,p1,9276.0
18155,special-marmoset,set5,14,144,59,128,128,12.704,False,p1,9276.0
18156,special-marmoset,set5,15,178,76,40,76,3.217,False,p1,9276.0
18157,special-marmoset,set5,16,182,160,95,95,7.414,False,p1,9276.0
18159,special-marmoset,set5,18,178,67,194,178,5.888,False,p1,9276.0
18160,special-marmoset,set5,19,39,0,203,203,7.259,False,p1,9276.0
18163,special-marmoset,set6,1,9,195,124,124,9.38,False,p1,9276.0
18164,special-marmoset,set6,2,143,173,171,143,5.502,False,p1,9276.0
18167,special-marmoset,set6,5,214,210,113,113,3.664,False,p1,9276.0
18168,special-marmoset,set6,6,110,22,13,110,10.414,False,p1,9276.0
18170,special-marmoset,set6,8,11,177,225,11,7.775,False,p1,9276.0
18171,special-marmoset,set6,9,202,81,159,159,3.774,False,p1,9276.0
18173,special-marmoset,set6,11,155,115,0,0,5.356,False,p1,9276.0
18177,special-marmoset,set6,15,111,34,10,10,4.334,False,p1,9276.0
18179,special-marmoset,set6,17,203,129,230,129,5.897,False,p1,9276.0
18184,special-marmoset,set7,1,106,212,67,106,3.655,False,p1,9276.0
18185,special-marmoset,set7,2,245,94,133,245,4.588,False,p1,9276.0
18188,special-marmoset,set7,5,144,182,232,144,5.829,False,p1,9276.0
18189,special-marmoset,set7,6,157,212,169,212,4.601,False,p1,9276.0
18191,special-marmoset,set7,8,122,225,191,122,5.649,False,p1,9276.0
18193,special-marmoset,set7,10,200,85,63,200,10.326,False,p1,9276.0
18194,special-marmoset,set7,11,12,200,36,200,11.216,False,p1,9276.0
18196,special-marmoset,set7,13,122,133,222,122,4.136,False,p1,9276.0
18197,special-marmoset,set7,14,154,79,175,175,5.226,False,p1,9276.0
18198,special-marmoset,set7,15,140,35,113,113,4.66,False,p1,9276.0
18199,special-marmoset,set7,16,7,224,166,166,4.175,False,p1,9276.0
18203,special-marmoset,set7,20,73,85,82,85,10.474,False,p1,9276.0
18205,special-marmoset,set8,1,5,15,121,5,4.331,False,p1,9276.0
18206,special-marmoset,set8,2,5,118,202,118,3.951,False,p1,9276.0
18207,special-marmoset,set8,3,66,165,122,165,5.008,False,p1,9276.0
18208,special-marmoset,set8,4,140,69,169,69,7.79,False,p1,9276.0
18211,special-marmoset,set8,7,4,249,155,249,8.764,False,p1,9276.0
18213,special-marmoset,set8,9,32,11,99,99,7.046,False,p1,9276.0
18216,special-marmoset,set8,12,30,4,74,74,7.834,False,p1,9276.0
18218,special-marmoset,set8,14,181,121,76,121,6.195,False,p1,9276.0
18220,special-marmoset,set8,16,33,128,143,143,9.882,False,p1,9276.0
18221,special-marmoset,set8,17,110,179,200,110,3.941,False,p1,9276.0
18222,special-marmoset,set8,18,143,226,97,226,4.001,False,p1,9276.0
18226,special-marmoset,set9,1,103,63,231,63,49.415,False,p1,9276.0
18229,special-marmoset,set9,4,141,86,149,149,4.543,False,p1,9276.0
18232,special-marmoset,set9,7,31,38,34,38,2.598,False,p1,9276.0
18233,special-marmoset,set9,8,239,14,103,239,3.309,False,p1,9276.0
18235,special-marmoset,set9,10,178,22,45,22,3.519,False,p1,9276.0
18236,special-marmoset,set9,11,99,222,203,203,4.368,False,p1,9276.0
18237,special-marmoset,set9,12,164,80,174,80,3.418,False,p1,9276.0
18240,special-marmoset,set9,15,109,12,213,12,4.263,False,p1,9276.0
18242,special-marmoset,set9,17,137,82,239,82,3.715,False,p1,9276.0
18243,special-marmoset,set9,18,118,149,97,149,5.89,False,p1,9276.0
18244,special-marmoset,set9,19,226,125,14,125,5.081,False,p1,9276.0
18245,special-marmoset,set9,20,110,188,143,110,6.398,False,p1,9276.0
18248,special-marmoset,set10,2,169,74,38,74,3.414,False,p1,9276.0
18250,special-marmoset,set10,4,182,245,105,182,4.173,False,p1,9276.0
18251,special-marmoset,set10,5,177,129,169,169,3.888,False,p1,9276.0
18253,special-marmoset,set10,7,30,39,154,154,4.629,False,p1,9276.0
18254,special-marmoset,set10,8,159,77,171,77,2.893,False,p1,9276.0
18255,special-marmoset,set10,9,5,217,126,217,3.469,False,p1,9276.0
18257,special-marmoset,set10,11,245,162,132,162,5.524,False,p1,9276.0
18261,special-marmoset,set10,15,50,228,32,32,7.921,False,p1,9276.0
18262,special-marmoset,set10,16,79,221,149,149,3.184,False,p1,9276.0
18263,special-marmoset,set10,17,195,188,166,166,5.293,False,p1,9276.0
18265,special-marmoset,set10,19,136,124,162,136,4.773,False,p1,9276.0
18266,special-marmoset,set10,20,19,223,62,223,12.917,False,p1,9276.0
18268,special-marmoset,set11,1,246,40,85,85,4.337,False,p1,9276.0
18269,special-marmoset,set11,2,22,147,18,22,5.789,False,p1,9276.0
18270,special-marmoset,set11,3,49,58,194,58,5.24,False,p1,9276.0
18271,special-marmoset,set11,4,95,236,172,236,7.831,False,p1,9276.0
18272,special-marmoset,set11,5,241,14,32,14,9.973,False,p1,9276.0
18276,special-marmoset,set11,9,208,188,137,208,3.594,False,p1,9276.0
18279,special-marmoset,set11,12,23,242,202,23,2.439,False,p1,9276.0
18280,special-marmoset,set11,13,95,248,191,248,5.841,False,p1,9276.0
18281,special-marmoset,set11,14,188,105,81,81,5.342,False,p1,9276.0
18282,special-marmoset,set11,15,179,188,19,188,3.618,False,p1,9276.0
18283,special-marmoset,set11,16,235,112,133,235,6.687,False,p1,9276.0
18288,grateful-sloth,set1,0,230,239,59,230,6.054,False,p11,8553.0
18289,grateful-sloth,set1,1,96,91,218,218,7.853,False,p11,8553.0
18294,grateful-sloth,set1,6,49,212,122,122,4.077,False,p11,8553.0
18296,grateful-sloth,set1,8,82,24,211,211,6.767,False,p11,8553.0
18297,grateful-sloth,set1,9,0,9,106,0,3.908,False,p11,8553.0
18298,grateful-sloth,set1,10,227,243,175,175,5.967,False,p11,8553.0
18299,grateful-sloth,set1,11,9,41,23,23,7.68,False,p11,8553.0
18300,grateful-sloth,set1,12,22,222,244,22,6.065,False,p11,8553.0
18301,grateful-sloth,set1,13,38,106,234,234,9.364,False,p11,8553.0
18302,grateful-sloth,set1,14,32,35,71,32,5.233,False,p11,8553.0
18304,grateful-sloth,set1,16,183,51,71,183,3.737,False,p11,8553.0
18305,grateful-sloth,set1,17,91,66,221,91,5.05,False,p11,8553.0
18306,grateful-sloth,set1,18,239,124,40,239,3.979,False,p11,8553.0
18307,grateful-sloth,set1,19,43,13,231,13,2.916,False,p11,8553.0
18308,grateful-sloth,set1,20,44,222,51,222,6.837,False,p11,8553.0
18310,grateful-sloth,set2,1,58,248,125,248,6.675,False,p11,8553.0
18311,grateful-sloth,set2,2,158,149,122,149,5.504,False,p11,8553.0
18313,grateful-sloth,set2,4,213,45,92,213,2.498,False,p11,8553.0
18314,grateful-sloth,set2,5,34,238,39,39,6.411,False,p11,8553.0
18316,grateful-sloth,set2,7,5,125,213,213,5.806,False,p11,8553.0
18319,grateful-sloth,set2,10,12,67,238,67,6.905,False,p11,8553.0
18321,grateful-sloth,set2,12,130,72,77,130,20.257,False,p11,8553.0
18323,grateful-sloth,set2,14,104,144,52,144,7.442,False,p11,8553.0
18324,grateful-sloth,set2,15,39,143,234,234,3.143,False,p11,8553.0
18325,grateful-sloth,set2,16,106,44,156,156,3.163,False,p11,8553.0
18326,grateful-sloth,set2,17,95,50,208,208,3.638,False,p11,8553.0
18327,grateful-sloth,set2,18,82,126,220,220,6.54,False,p11,8553.0
18329,grateful-sloth,set2,20,228,170,234,228,7.873,False,p11,8553.0
18330,grateful-sloth,set3,0,7,122,189,189,3.375,False,p11,8553.0
18331,grateful-sloth,set3,1,173,182,11,182,17.753,False,p11,8553.0
18335,grateful-sloth,set3,5,220,12,32,220,10.264,False,p11,8553.0
18336,grateful-sloth,set3,6,194,158,181,181,2.686,False,p11,8553.0
18339,grateful-sloth,set3,9,159,51,156,156,8.124,False,p11,8553.0
18341,grateful-sloth,set3,11,65,225,205,65,3.565,False,p11,8553.0
18345,grateful-sloth,set3,15,92,248,249,248,9.01,False,p11,8553.0
18346,grateful-sloth,set3,16,142,35,85,142,6.412,False,p11,8553.0
18348,grateful-sloth,set3,18,51,121,245,51,5.198,False,p11,8553.0
18349,grateful-sloth,set3,19,173,100,232,232,12.882,False,p11,8553.0
18352,grateful-sloth,set4,1,34,180,76,76,5.87,False,p11,8553.0
18353,grateful-sloth,set4,2,34,63,248,248,5.392,False,p11,8553.0
18354,grateful-sloth,set4,3,227,24,156,24,72.897,False,p11,8553.0
18356,grateful-sloth,set4,5,224,149,197,149,2.602,False,p11,8553.0
18359,grateful-sloth,set4,8,162,16,22,16,4.919,False,p11,8553.0
18362,grateful-sloth,set4,11,50,223,166,223,4.837,False,p11,8553.0
18363,grateful-sloth,set4,12,139,111,136,136,5.131,False,p11,8553.0
18366,grateful-sloth,set4,15,207,41,57,57,5.949,False,p11,8553.0
18369,grateful-sloth,set4,18,71,132,102,71,5.436,False,p11,8553.0
18372,grateful-sloth,set5,0,155,122,119,122,8.398,False,p11,8553.0
18373,grateful-sloth,set5,1,226,149,173,149,5.582,False,p11,8553.0
18378,grateful-sloth,set5,6,57,144,217,217,5.136,False,p11,8553.0
18379,grateful-sloth,set5,7,16,147,205,205,7.837,False,p11,8553.0
18380,grateful-sloth,set5,8,50,80,124,50,9.86,False,p11,8553.0
18381,grateful-sloth,set5,9,15,11,149,15,6.161,False,p11,8553.0
18383,grateful-sloth,set5,11,49,141,13,13,4.496,False,p11,8553.0
18384,grateful-sloth,set5,12,110,210,158,158,3.465,False,p11,8553.0
18387,grateful-sloth,set5,15,119,240,50,50,3.324,False,p11,8553.0
18389,grateful-sloth,set5,17,205,238,172,238,9.141,False,p11,8553.0
18392,grateful-sloth,set5,20,64,45,245,64,9.501,False,p11,8553.0
18396,grateful-sloth,set6,3,131,156,14,131,9.745,False,p11,8553.0
18397,grateful-sloth,set6,4,175,159,23,175,3.606,False,p11,8553.0
18401,grateful-sloth,set6,8,0,18,33,33,5.656,False,p11,8553.0
18406,grateful-sloth,set6,13,129,19,149,149,4.294,False,p11,8553.0
18407,grateful-sloth,set6,14,158,69,131,69,10.479,False,p11,8553.0
18408,grateful-sloth,set6,15,205,162,231,231,6.387,False,p11,8553.0
18409,grateful-sloth,set6,16,82,39,171,39,8.112,False,p11,8553.0
18410,grateful-sloth,set6,17,172,210,222,210,3.445,False,p11,8553.0
